dtpricon;regiao;loctudet;metastaticos;estadios;fetar;obito1ano;obito;pop
2016;nordeste;juncao retossigmoide;metastaticos;IV;>=60;6;11;30
2016;nordeste;reto;nao metastaticos;I;<60;0;0;16
2016;nordeste;reto;nao metastaticos;I;>=60;1;3;23
2016;nordeste;reto;nao metastaticos;II;<60;1;7;69
2016;nordeste;reto;nao metastaticos;II;>=60;11;16;107
2016;nordeste;reto;nao metastaticos;III;<60;8;12;101
2016;nordeste;reto;nao metastaticos;III;>=60;16;26;120
2016;nordeste;reto;metastaticos;IV;<60;23;33;71
2016;nordeste;reto;metastaticos;IV;>=60;21;35;91
2016;norte;colon;nao metastaticos;I;<60;0;0;2
2016;norte;colon;nao metastaticos;I;>=60;0;0;2
2016;norte;colon;nao metastaticos;II;<60;3;3;24
2016;norte;colon;nao metastaticos;II;>=60;0;2;20
2016;norte;colon;nao metastaticos;III;<60;1;4;29
2016;norte;colon;nao metastaticos;III;>=60;3;7;25
2016;norte;colon;metastaticos;IV;<60;7;11;29
2016;norte;colon;metastaticos;IV;>=60;11;18;33
2016;norte;juncao retossigmoide;nao metastaticos;II;<60;1;1;4
2016;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;0;2
2016;norte;juncao retossigmoide;nao metastaticos;III;<60;0;0;4
2016;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;1;2
2016;norte;juncao retossigmoide;metastaticos;IV;<60;0;0;2
2016;norte;reto;nao metastaticos;I;>=60;1;1;3
2016;norte;reto;nao metastaticos;II;<60;1;1;6
2016;norte;reto;nao metastaticos;II;>=60;1;1;12
2016;norte;reto;nao metastaticos;III;<60;3;4;15
2016;norte;reto;nao metastaticos;III;>=60;3;7;21
2016;norte;reto;metastaticos;IV;<60;5;9;20
2016;norte;reto;metastaticos;IV;>=60;4;7;13
2016;sudeste;colon;nao metastaticos;I;<60;3;8;126
2016;sudeste;colon;nao metastaticos;I;>=60;18;29;196
2016;sudeste;colon;nao metastaticos;II;<60;8;17;321
2016;sudeste;colon;nao metastaticos;II;>=60;52;86;544
2016;sudeste;colon;nao metastaticos;III;<60;24;53;393
2016;sudeste;colon;nao metastaticos;III;>=60;109;188;620
2016;sudeste;colon;metastaticos;IV;<60;156;263;412
2016;sudeste;colon;metastaticos;IV;>=60;244;379;577
2016;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;22
2016;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;1;4;35
2016;sudeste;juncao retossigmoide;nao metastaticos;II;<60;3;6;52
2016;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;12;12;80
2016;sudeste;juncao retossigmoide;nao metastaticos;III;<60;12;19;74
2016;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;6;11;86
2016;sudeste;juncao retossigmoide;metastaticos;IV;<60;16;29;62
2016;sudeste;juncao retossigmoide;metastaticos;IV;>=60;30;46;72
2016;sudeste;reto;nao metastaticos;I;<60;1;7;96
2016;sudeste;reto;nao metastaticos;I;>=60;19;39;162
2016;sudeste;reto;nao metastaticos;II;<60;20;43;233
2016;sudeste;reto;nao metastaticos;II;>=60;47;103;362
2016;sudeste;reto;nao metastaticos;III;<60;25;81;343
2016;sudeste;reto;nao metastaticos;III;>=60;73;161;484
2016;sudeste;reto;metastaticos;IV;<60;77;154;256
2016;sudeste;reto;metastaticos;IV;>=60;129;227;332
2016;sul;colon;nao metastaticos;I;<60;1;3;42
2016;sul;colon;nao metastaticos;I;>=60;2;3;71
2016;sul;colon;nao metastaticos;II;<60;2;4;128
2016;sul;colon;nao metastaticos;II;>=60;12;15;207
2016;sul;colon;nao metastaticos;III;<60;8;12;215
2016;sul;colon;nao metastaticos;III;>=60;37;48;295
2016;sul;colon;metastaticos;IV;<60;51;76;216
2016;sul;colon;metastaticos;IV;>=60;76;98;272
2016;sul;juncao retossigmoide;nao metastaticos;I;<60;0;1;4
2016;sul;juncao retossigmoide;nao metastaticos;I;>=60;2;2;10
2016;sul;juncao retossigmoide;nao metastaticos;II;<60;1;1;20
2016;sul;juncao retossigmoide;nao metastaticos;II;>=60;1;1;18
2016;sul;juncao retossigmoide;nao metastaticos;III;<60;0;1;25
2016;sul;juncao retossigmoide;nao metastaticos;III;>=60;3;4;37
2016;sul;juncao retossigmoide;metastaticos;IV;<60;5;8;25
2016;sul;juncao retossigmoide;metastaticos;IV;>=60;2;7;24
2016;sul;reto;nao metastaticos;I;<60;1;1;26
2016;sul;reto;nao metastaticos;I;>=60;3;5;48
2016;sul;reto;nao metastaticos;II;<60;5;8;102
2016;sul;reto;nao metastaticos;II;>=60;11;16;125
2016;sul;reto;nao metastaticos;III;<60;11;17;149
2016;sul;reto;nao metastaticos;III;>=60;19;30;174
2016;sul;reto;metastaticos;IV;<60;24;36;106
2016;sul;reto;metastaticos;IV;>=60;32;35;112
2017;centroeste;colon;nao metastaticos;I;<60;0;0;1
2017;centroeste;colon;nao metastaticos;I;>=60;0;0;2
2017;centroeste;colon;nao metastaticos;II;<60;2;3;23
2017;centroeste;colon;nao metastaticos;II;>=60;0;1;20
2017;centroeste;colon;nao metastaticos;III;<60;1;1;36
2017;centroeste;colon;nao metastaticos;III;>=60;3;3;23
2017;centroeste;colon;metastaticos;IV;<60;7;11;31
2017;centroeste;colon;metastaticos;IV;>=60;11;14;36
2017;centroeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;1
2017;centroeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;2
2017;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;1;1;3
2017;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;2
2017;centroeste;juncao retossigmoide;nao metastaticos;III;>=60;1;1;2
2017;centroeste;juncao retossigmoide;metastaticos;IV;<60;1;1;2
2017;centroeste;juncao retossigmoide;metastaticos;IV;>=60;0;0;3
2017;centroeste;reto;nao metastaticos;I;<60;0;0;1
2017;centroeste;reto;nao metastaticos;I;>=60;1;2;4
2017;centroeste;reto;nao metastaticos;II;<60;1;1;13
2017;centroeste;reto;nao metastaticos;II;>=60;1;1;10
2017;centroeste;reto;nao metastaticos;III;<60;2;3;20
2017;centroeste;reto;nao metastaticos;III;>=60;3;3;16
2017;centroeste;reto;metastaticos;IV;<60;0;3;12
2017;centroeste;reto;metastaticos;IV;>=60;2;3;11
2017;nordeste;colon;nao metastaticos;I;<60;0;0;20
2017;nordeste;colon;nao metastaticos;I;>=60;2;2;27
2017;nordeste;colon;nao metastaticos;II;<60;2;5;84
2017;nordeste;colon;nao metastaticos;II;>=60;6;9;107
2017;nordeste;colon;nao metastaticos;III;<60;10;12;117
2017;nordeste;colon;nao metastaticos;III;>=60;13;22;129
2017;nordeste;colon;metastaticos;IV;<60;28;40;116
2017;nordeste;colon;metastaticos;IV;>=60;44;53;153
2017;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;7
2017;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;12
2017;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;15
2017;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;2;2;27
2017;nordeste;juncao retossigmoide;nao metastaticos;III;<60;1;2;19
2017;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;3;4;27
2017;nordeste;juncao retossigmoide;metastaticos;IV;<60;3;6;18
2017;nordeste;juncao retossigmoide;metastaticos;IV;>=60;4;7;15
2017;nordeste;reto;nao metastaticos;I;<60;0;2;18
2017;nordeste;reto;nao metastaticos;I;>=60;0;0;26
2017;nordeste;reto;nao metastaticos;II;<60;5;11;54
2017;nordeste;reto;nao metastaticos;II;>=60;7;11;89
2017;nordeste;reto;nao metastaticos;III;<60;8;13;102
2017;nordeste;reto;nao metastaticos;III;>=60;10;14;114
2017;nordeste;reto;metastaticos;IV;<60;14;19;64
2017;nordeste;reto;metastaticos;IV;>=60;18;21;70
2017;norte;colon;nao metastaticos;I;<60;0;0;2
2017;norte;colon;nao metastaticos;I;>=60;0;0;1
2017;norte;colon;nao metastaticos;II;<60;1;2;29
2017;norte;colon;nao metastaticos;II;>=60;4;6;18
2017;norte;colon;nao metastaticos;III;<60;3;6;28
2017;norte;colon;nao metastaticos;III;>=60;6;8;34
2017;norte;colon;metastaticos;IV;<60;4;5;18
2017;norte;colon;metastaticos;IV;>=60;9;11;30
2017;norte;juncao retossigmoide;nao metastaticos;I;>=60;0;0;1
2017;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;2
2017;norte;juncao retossigmoide;nao metastaticos;II;>=60;0;1;5
2017;norte;juncao retossigmoide;nao metastaticos;III;<60;1;2;10
2017;norte;juncao retossigmoide;nao metastaticos;III;>=60;0;1;7
2017;norte;juncao retossigmoide;metastaticos;IV;<60;2;2;6
2017;norte;juncao retossigmoide;metastaticos;IV;>=60;1;1;3
2017;norte;reto;nao metastaticos;I;<60;0;0;3
2017;norte;reto;nao metastaticos;I;>=60;0;0;3
2017;norte;reto;nao metastaticos;II;<60;0;0;13
2017;norte;reto;nao metastaticos;II;>=60;3;5;16
2017;norte;reto;nao metastaticos;III;<60;3;4;18
2017;norte;reto;nao metastaticos;III;>=60;1;2;23
2017;norte;reto;metastaticos;IV;<60;2;3;19
2017;norte;reto;metastaticos;IV;>=60;0;1;7
2017;sudeste;colon;nao metastaticos;I;<60;4;4;119
2017;sudeste;colon;nao metastaticos;I;>=60;9;14;185
2017;sudeste;colon;nao metastaticos;II;<60;18;23;296
2017;sudeste;colon;nao metastaticos;II;>=60;53;74;487
2017;sudeste;colon;nao metastaticos;III;<60;26;55;365
2017;sudeste;colon;nao metastaticos;III;>=60;74;119;537
2017;sudeste;colon;metastaticos;IV;<60;117;198;366
2017;sudeste;colon;metastaticos;IV;>=60;176;283;483
2017;sudeste;juncao retossigmoide;nao metastaticos;I;<60;0;1;19
2017;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;1;1;29
2017;sudeste;juncao retossigmoide;nao metastaticos;II;<60;0;1;48
2017;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;5;10;82
2017;sudeste;juncao retossigmoide;nao metastaticos;III;<60;3;7;74
2017;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;7;13;72
2017;sudeste;juncao retossigmoide;metastaticos;IV;<60;19;31;63
2017;sudeste;juncao retossigmoide;metastaticos;IV;>=60;20;35;52
2017;sudeste;reto;nao metastaticos;I;<60;3;5;82
2017;sudeste;reto;nao metastaticos;I;>=60;7;26;134
2017;sudeste;reto;nao metastaticos;II;<60;11;26;182
2017;sudeste;reto;nao metastaticos;II;>=60;37;68;358
2017;sudeste;reto;nao metastaticos;III;<60;16;32;291
2017;sudeste;reto;nao metastaticos;III;>=60;40;79;378
2017;sudeste;reto;metastaticos;IV;<60;69;126;232
2017;sudeste;reto;metastaticos;IV;>=60;106;164;257
2017;sul;colon;nao metastaticos;I;<60;0;0;27
2017;sul;colon;nao metastaticos;I;>=60;3;4;60
2017;sul;colon;nao metastaticos;II;<60;6;6;137
2017;sul;colon;nao metastaticos;II;>=60;19;24;223
2017;sul;colon;nao metastaticos;III;<60;9;16;194
2017;sul;colon;nao metastaticos;III;>=60;27;36;286
2017;sul;colon;metastaticos;IV;<60;40;60;200
2017;sul;colon;metastaticos;IV;>=60;58;73;260
2017;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;5
2017;sul;juncao retossigmoide;nao metastaticos;I;>=60;1;1;15
2017;sul;juncao retossigmoide;nao metastaticos;II;<60;1;2;12
2017;sul;juncao retossigmoide;nao metastaticos;II;>=60;1;1;31
2017;sul;juncao retossigmoide;nao metastaticos;III;<60;0;1;27
2017;sul;juncao retossigmoide;nao metastaticos;III;>=60;3;7;38
2017;sul;juncao retossigmoide;metastaticos;IV;<60;0;2;24
2017;sul;juncao retossigmoide;metastaticos;IV;>=60;8;8;26
2017;sul;reto;nao metastaticos;I;<60;0;0;19
2017;sul;reto;nao metastaticos;I;>=60;1;1;35
2017;sul;reto;nao metastaticos;II;<60;3;8;98
2017;sul;reto;nao metastaticos;II;>=60;4;7;144
2017;sul;reto;nao metastaticos;III;<60;10;21;150
2017;sul;reto;nao metastaticos;III;>=60;20;27;201
2017;sul;reto;metastaticos;IV;<60;14;27;94
2017;sul;reto;metastaticos;IV;>=60;36;47;127
2018;centroeste;colon;nao metastaticos;II;<60;0;0;17
2018;centroeste;colon;nao metastaticos;II;>=60;0;0;15
2018;centroeste;colon;nao metastaticos;III;<60;0;2;9
2018;centroeste;colon;nao metastaticos;III;>=60;0;0;9
2018;centroeste;colon;metastaticos;IV;<60;6;9;23
2018;centroeste;colon;metastaticos;IV;>=60;2;7;16
2018;centroeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2018;centroeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;1
2018;centroeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;1
2018;centroeste;juncao retossigmoide;metastaticos;IV;<60;0;0;1
2018;centroeste;juncao retossigmoide;metastaticos;IV;>=60;2;3;3
2018;centroeste;reto;nao metastaticos;I;>=60;0;0;1
2018;centroeste;reto;nao metastaticos;II;<60;0;0;7
2018;centroeste;reto;nao metastaticos;II;>=60;1;2;10
2018;centroeste;reto;nao metastaticos;III;<60;1;1;8
2018;centroeste;reto;nao metastaticos;III;>=60;1;1;10
2018;centroeste;reto;metastaticos;IV;<60;0;3;9
2018;centroeste;reto;metastaticos;IV;>=60;5;6;12
2018;nordeste;colon;nao metastaticos;I;<60;0;1;13
2018;nordeste;colon;nao metastaticos;I;>=60;1;1;12
2018;nordeste;colon;nao metastaticos;II;<60;0;1;41
2018;nordeste;colon;nao metastaticos;II;>=60;7;9;66
2018;nordeste;colon;nao metastaticos;III;<60;5;8;72
2018;nordeste;colon;nao metastaticos;III;>=60;4;8;61
2018;nordeste;colon;metastaticos;IV;<60;16;27;76
2018;nordeste;colon;metastaticos;IV;>=60;8;14;66
2018;nordeste;juncao retossigmoide;nao metastaticos;I;<60;0;0;2
2018;nordeste;juncao retossigmoide;nao metastaticos;I;>=60;0;0;5
2018;nordeste;juncao retossigmoide;nao metastaticos;II;<60;0;0;9
2018;nordeste;juncao retossigmoide;nao metastaticos;II;>=60;0;0;12
2018;nordeste;juncao retossigmoide;nao metastaticos;III;<60;0;0;7
2018;nordeste;juncao retossigmoide;nao metastaticos;III;>=60;2;2;13
2018;nordeste;juncao retossigmoide;metastaticos;IV;<60;1;1;10
2018;nordeste;juncao retossigmoide;metastaticos;IV;>=60;4;4;8
2018;nordeste;reto;nao metastaticos;I;<60;1;1;6
2018;nordeste;reto;nao metastaticos;I;>=60;0;1;15
2018;nordeste;reto;nao metastaticos;II;<60;3;3;52
2018;nordeste;reto;nao metastaticos;II;>=60;7;9;71
2018;nordeste;reto;nao metastaticos;III;<60;6;7;60
2018;nordeste;reto;nao metastaticos;III;>=60;8;14;79
2018;nordeste;reto;metastaticos;IV;<60;10;12;43
2018;nordeste;reto;metastaticos;IV;>=60;5;9;36
2018;norte;colon;nao metastaticos;I;<60;0;0;4
2018;norte;colon;nao metastaticos;I;>=60;1;1;5
2018;norte;colon;nao metastaticos;II;<60;1;1;24
2018;norte;colon;nao metastaticos;II;>=60;2;4;23
2018;norte;colon;nao metastaticos;III;<60;1;2;31
2018;norte;colon;nao metastaticos;III;>=60;5;6;33
2018;norte;colon;metastaticos;IV;<60;6;7;25
2018;norte;colon;metastaticos;IV;>=60;10;14;29
2018;norte;juncao retossigmoide;nao metastaticos;I;<60;0;0;1
2018;norte;juncao retossigmoide;nao metastaticos;I;>=60;0;0;1
2018;norte;juncao retossigmoide;nao metastaticos;II;<60;0;0;3
2018;norte;juncao retossigmoide;nao metastaticos;II;>=60;1;1;7
2018;norte;juncao retossigmoide;nao metastaticos;III;<60;0;0;7
2018;norte;juncao retossigmoide;nao metastaticos;III;>=60;1;1;5
2018;norte;juncao retossigmoide;metastaticos;IV;<60;0;0;5
2018;norte;juncao retossigmoide;metastaticos;IV;>=60;0;0;7
2018;norte;reto;nao metastaticos;I;>=60;0;0;1
2018;norte;reto;nao metastaticos;II;<60;1;1;11
2018;norte;reto;nao metastaticos;II;>=60;2;3;23
2018;norte;reto;nao metastaticos;III;<60;1;2;23
2018;norte;reto;nao metastaticos;III;>=60;4;5;27
2018;norte;reto;metastaticos;IV;<60;2;6;11
2018;norte;reto;metastaticos;IV;>=60;0;2;9
2018;sudeste;colon;nao metastaticos;I;<60;4;5;95
2018;sudeste;colon;nao metastaticos;I;>=60;12;14;156
2018;sudeste;colon;nao metastaticos;II;<60;9;13;276
2018;sudeste;colon;nao metastaticos;II;>=60;50;60;469
2018;sudeste;colon;nao metastaticos;III;<60;12;24;304
2018;sudeste;colon;nao metastaticos;III;>=60;51;69;499
2018;sudeste;colon;metastaticos;IV;<60;79;116;295
2018;sudeste;colon;metastaticos;IV;>=60;194;241;478
2018;sudeste;juncao retossigmoide;nao metastaticos;I;<60;1;1;20
2018;sudeste;juncao retossigmoide;nao metastaticos;I;>=60;4;4;33
2018;sudeste;juncao retossigmoide;nao metastaticos;II;<60;1;1;40
2018;sudeste;juncao retossigmoide;nao metastaticos;II;>=60;8;8;74
2018;sudeste;juncao retossigmoide;nao metastaticos;III;<60;2;3;70
2018;sudeste;juncao retossigmoide;nao metastaticos;III;>=60;9;12;70
2018;sudeste;juncao retossigmoide;metastaticos;IV;<60;8;12;49
2018;sudeste;juncao retossigmoide;metastaticos;IV;>=60;18;24;52
2018;sudeste;reto;nao metastaticos;I;<60;2;3;60
2018;sudeste;reto;nao metastaticos;I;>=60;8;10;126
2018;sudeste;reto;nao metastaticos;II;<60;5;10;193
2018;sudeste;reto;nao metastaticos;II;>=60;33;51;292
2018;sudeste;reto;nao metastaticos;III;<60;24;31;285
2018;sudeste;reto;nao metastaticos;III;>=60;71;94;386
2018;sudeste;reto;metastaticos;IV;<60;50;77;199
2018;sudeste;reto;metastaticos;IV;>=60;91;111;242
2018;sul;colon;nao metastaticos;I;<60;0;0;27
2018;sul;colon;nao metastaticos;I;>=60;12;12;60
2018;sul;colon;nao metastaticos;II;<60;3;4;120
2018;sul;colon;nao metastaticos;II;>=60;11;12;158
2018;sul;colon;nao metastaticos;III;<60;6;10;151
2018;sul;colon;nao metastaticos;III;>=60;9;14;218
2018;sul;colon;metastaticos;IV;<60;33;48;173
2018;sul;colon;metastaticos;IV;>=60;44;54;191
2018;sul;juncao retossigmoide;nao metastaticos;I;<60;0;0;4
2018;sul;juncao retossigmoide;nao metastaticos;I;>=60;0;0;12
2018;sul;juncao retossigmoide;nao metastaticos;II;<60;0;0;23
2018;sul;juncao retossigmoide;nao metastaticos;II;>=60;2;2;20
2018;sul;juncao retossigmoide;nao metastaticos;III;<60;0;1;27
2018;sul;juncao retossigmoide;nao metastaticos;III;>=60;2;3;31
2018;sul;juncao retossigmoide;metastaticos;IV;<60;4;7;16
2018;sul;juncao retossigmoide;metastaticos;IV;>=60;3;3;16
2018;sul;reto;nao metastaticos;I;<60;1;1;22
2018;sul;reto;nao metastaticos;I;>=60;1;1;35
2018;sul;reto;nao metastaticos;II;<60;2;4;73
2018;sul;reto;nao metastaticos;II;>=60;5;9;101
2018;sul;reto;nao metastaticos;III;<60;7;9;132
2018;sul;reto;nao metastaticos;III;>=60;14;17;164
2018;sul;reto;metastaticos;IV;<60;15;17;79
2018;sul;reto;metastaticos;IV;>=60;24;30;118
